instant,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual,registered,cnt,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y
10256,2012-03-08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,19,282,301,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10257,2012-03-08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,19,119,138,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10258,2012-03-08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,48,156,204,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10259,2012-03-08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,27,224,251,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10260,2012-03-08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,35,198,233,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10261,2012-03-08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,48,155,203,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10262,2012-03-08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,24,161,185,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10263,2012-03-08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,37,305,342,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10264,2012-03-08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,52,545,597,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10265,2012-03-08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,45,545,590,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10266,2012-03-08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,21,395,416,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10267,2012-03-08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,20,282,302,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10268,2012-03-08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,27,206,233,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10269,2012-03-08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,12,141,153,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563
10271,2012-03-09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,3,51,54,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10272,2012-03-09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,4,22,26,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10273,2012-03-09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,2,9,11,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10274,2012-03-09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,0,7,7,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10275,2012-03-09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,0,1,1,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10276,2012-03-09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,2,27,29,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10277,2012-03-09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,2,83,85,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10278,2012-03-09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,6,262,268,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10279,2012-03-09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,17,484,501,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10280,2012-03-09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,17,267,284,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10281,2012-03-09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,14,145,159,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10282,2012-03-09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,17,170,187,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10283,2012-03-09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,27,174,201,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10284,2012-03-09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,49,175,224,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10285,2012-03-09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,49,129,178,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10286,2012-03-09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,50,188,238,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10287,2012-03-09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,51,292,343,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10288,2012-03-09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,68,498,566,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10289,2012-03-09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,30,440,470,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10290,2012-03-09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,12,232,244,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10291,2012-03-09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,3,156,159,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10292,2012-03-09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,8,133,141,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10293,2012-03-09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,7,100,107,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10294,2012-03-09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,9,77,86,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148
10295,2012-03-10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,9,68,77,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10296,2012-03-10,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10297,2012-03-10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,12,30,42,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10298,2012-03-10,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,0,16,16,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10299,2012-03-10,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,1,3,4,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10300,2012-03-10,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,3,7,10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10301,2012-03-10,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,1,11,12,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10302,2012-03-10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,4,36,40,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10303,2012-03-10,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,15,96,111,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10304,2012-03-10,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,21,127,148,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10305,2012-03-10,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,47,176,223,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10306,2012-03-10,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,56,218,274,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10307,2012-03-10,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,88,241,329,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10308,2012-03-10,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,89,268,357,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10309,2012-03-10,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,117,262,379,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10310,2012-03-10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,132,274,406,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10311,2012-03-10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,115,275,390,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10312,2012-03-10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,104,250,354,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10313,2012-03-10,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,67,230,297,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10314,2012-03-10,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,25,159,184,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10315,2012-03-10,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,20,101,121,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10316,2012-03-10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,16,94,110,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10317,2012-03-10,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,19,81,100,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10318,2012-03-10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,6,77,83,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575
10319,2012-03-11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,7,62,69,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10320,2012-03-11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,4,57,61,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10321,2012-03-11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,15,51,66,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10322,2012-03-11,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10323,2012-03-11,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,2,5,7,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10324,2012-03-11,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,2,8,10,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10325,2012-03-11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,2,15,17,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10326,2012-03-11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,4,68,72,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10327,2012-03-11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,90,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10328,2012-03-11,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,71,147,218,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10329,2012-03-11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,90,209,299,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10330,2012-03-11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,146,264,410,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10331,2012-03-11,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,176,288,464,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10332,2012-03-11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,212,289,501,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10333,2012-03-11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,201,286,487,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10334,2012-03-11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,208,301,509,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10335,2012-03-11,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,199,299,498,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10336,2012-03-11,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,133,256,389,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10337,2012-03-11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,55,203,258,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10338,2012-03-11,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,42,129,171,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10339,2012-03-11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10340,2012-03-11,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10341,2012-03-11,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587
10342,2012-03-12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10343,2012-03-12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10344,2012-03-12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10345,2012-03-12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10346,2012-03-12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10347,2012-03-12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10348,2012-03-12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10349,2012-03-12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10350,2012-03-12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10351,2012-03-12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10352,2012-03-12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10353,2012-03-12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10354,2012-03-12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10355,2012-03-12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10356,2012-03-12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10357,2012-03-12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10358,2012-03-12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10359,2012-03-12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10360,2012-03-12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10361,2012-03-12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10362,2012-03-12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10363,2012-03-12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10365,2012-03-12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713
10366,2012-03-13,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10367,2012-03-13,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10368,2012-03-13,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10369,2012-03-13,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10370,2012-03-13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10371,2012-03-13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10372,2012-03-13,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10373,2012-03-13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10374,2012-03-13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10375,2012-03-13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10376,2012-03-13,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10377,2012-03-13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10378,2012-03-13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10379,2012-03-13,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10380,2012-03-13,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10381,2012-03-13,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10382,2012-03-13,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10383,2012-03-13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10384,2012-03-13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10385,2012-03-13,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10386,2012-03-13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10387,2012-03-13,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10388,2012-03-13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10389,2012-03-13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695
10390,2012-03-14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10391,2012-03-14,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10392,2012-03-14,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10393,2012-03-14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10394,2012-03-14,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10395,2012-03-14,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10396,2012-03-14,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10397,2012-03-14,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10398,2012-03-14,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10399,2012-03-14,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10400,2012-03-14,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10401,2012-03-14,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10402,2012-03-14,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10403,2012-03-14,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10404,2012-03-14,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10405,2012-03-14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10406,2012-03-14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10407,2012-03-14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10408,2012-03-14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10409,2012-03-14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10410,2012-03-14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10411,2012-03-14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10412,2012-03-14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10413,2012-03-14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062
10414,2012-03-15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10415,2012-03-15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10416,2012-03-15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10417,2012-03-15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10418,2012-03-15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10419,2012-03-15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
10420,2012-03-15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883
